Customer ID,Profit,Sales,Order ID,Quantity,Discount,Cluster,Cluster Label
AH-10465,-196.12009999999998,2495.3916,8,35,0.14,0,low performing customers
AH-10585,83.96300000000001,738.504,5,17,0.12000000000000002,0,low performing customers
AH-10690,1298.0166,7888.294,23,102,0.21739130434782608,2,High paying customers
AI-10855,867.7271000000001,4375.786,18,72,0.07222222222222223,1,Semi discount chasers
AJ-10780,150.71300000000005,4867.344,15,62,0.08666666666666667,1,Semi discount chasers
AJ-10795,1158.7064,4501.391,21,88,0.08333333333333333,1,Semi discount chasers
AJ-10945,521.1351999999999,1839.24,10,40,0.04,0,low performing customers
AJ-10960,60.4265,629.2479999999999,5,22,0.04,0,low performing customers
AM-10360,194.9878,814.012,12,48,0.125,0,low performing customers
AM-10705,1085.7326,5664.022,22,81,0.06363636363636363,1,Semi discount chasers
AO-10810,12.096,161.28,1,2,0.2,3,Discount Chasers
AP-10720,285.7888,1638.554,19,85,0.1631578947368421,1,Semi discount chasers
AP-10915,579.3113,3323.556,31,102,0.09354838709677421,1,Semi discount chasers
AR-10345,-221.0544,1055.694,5,18,0.26,3,Discount Chasers
AR-10405,-98.7646,2236.128,7,29,0.09999999999999999,0,low performing customers
AR-10510,43.6695,264.86400000000003,7,33,0.21428571428571427,3,Discount Chasers
AR-10540,2884.6208,6608.448,9,33,0.06666666666666668,2,High paying customers
AR-10570,32.633,88.15,2,6,0.0,0,low performing customers
AR-10825,494.83519999999993,4523.336,13,54,0.07692307692307693,0,low performing customers
AS-10045,-253.57459999999998,3050.692,10,48,0.355,3,Discount Chasers
AS-10090,64.53739999999998,3255.31,25,81,0.18,1,Semi discount chasers
AS-10135,21.8496,58.82,3,9,0.06666666666666667,0,low performing customers
AS-10225,719.7751000000001,4260.784,13,41,0.06153846153846154,0,low performing customers
AS-10240,33.715799999999994,584.6080000000001,13,39,0.2692307692307692,3,Discount Chasers
AS-10285,354.62760000000003,3214.236,8,39,0.225,3,Discount Chasers
AS-10630,136.49190000000002,833.398,12,34,0.18333333333333335,3,Discount Chasers
AT-10435,100.87680000000002,1171.814,9,28,0.19999999999999998,3,Discount Chasers
AT-10735,974.107,3831.864,16,60,0.08750000000000001,1,Semi discount chasers
AW-10840,65.77250000000001,649.376,8,24,0.2,3,Discount Chasers
AW-10930,-104.5486,2852.968,16,68,0.30625,1,Semi discount chasers
AY-10555,103.3499,497.014,10,34,0.1,0,low performing customers
AZ-10750,154.9503,1622.0179999999998,12,40,0.125,0,low performing customers
BB-10990,11.583900000000007,744.3399999999999,8,26,0.2,3,Discount Chasers
BB-11545,1015.0749999999999,6765.728,20,83,0.195,1,Semi discount chasers
BC-11125,251.5974,2933.676,18,60,0.1111111111111111,1,Semi discount chasers
BD-11320,1094.5037,5718.521,19,75,0.07894736842105263,1,Semi discount chasers
BD-11500,1142.1225,4411.2429999999995,10,49,0.135,0,low performing customers
BD-11560,116.714,320.54,4,11,0.0,0,low performing customers
BD-11605,634.8463,3288.471,20,74,0.0725,1,Semi discount chasers
BD-11620,206.75689999999997,1538.11,8,27,0.17500000000000002,0,low performing customers
BD-11635,141.53400000000002,582.646,5,19,0.1,0,low performing customers
BD-11725,333.9791,1526.5,10,29,0.02,0,low performing customers
BD-11770,141.265,658.466,10,21,0.12000000000000002,0,low performing customers
BE-11335,1487.7739000000001,4204.676,9,35,0.022222222222222223,0,low performing customers
BE-11410,755.9150999999999,2261.438,5,19,0.16,0,low performing customers
BE-11455,139.20080000000002,1727.652,13,40,0.14615384615384613,0,low performing customers
BF-10975,227.4384,599.798,13,38,0.14615384615384613,0,low performing customers
BF-11005,-291.38109999999995,1333.88,10,26,0.18,3,Discount Chasers
BF-11020,302.02,2888.506,21,78,0.2571428571428572,1,Semi discount chasers
BF-11080,110.9272,272.95,6,29,0.0,0,low performing customers
BF-11170,1538.2127,5907.972,27,102,0.12222222222222222,2,High paying customers
BF-11215,523.2133,1585.162,8,48,0.05,0,low performing customers
BF-11275,25.870199999999997,791.9899999999999,4,11,0.15000000000000002,0,low performing customers
BG-11035,-711.4274,2798.948,12,35,0.19166666666666665,3,Discount Chasers
BG-11695,107.5715,1874.172,8,24,0.1375,0,low performing customers
BG-11740,119.34790000000001,1006.356,7,22,0.14285714285714285,0,low performing customers
BH-11710,802.7898,6255.351,24,97,0.18333333333333335,1,Semi discount chasers
BK-11260,-63.764399999999995,659.1379999999999,16,58,0.20625000000000002,1,Semi discount chasers
BM-11140,-1659.9580999999998,11789.63,16,64,0.16875,1,Semi discount chasers
BM-11575,95.58160000000001,808.162,10,22,0.18,3,Discount Chasers
BM-11650,1567.7973,5116.665,27,83,0.09074074074074075,2,High paying customers
BM-11785,137.7439,1338.842,14,44,0.25,3,Discount Chasers
BN-11470,36.6131,265.296,6,15,0.16666666666666666,3,Discount Chasers
BN-11515,340.7054,1459.344,17,79,0.023529411764705882,1,Semi discount chasers
BO-11350,278.77700000000004,2682.728,12,43,0.2333333333333333,3,Discount Chasers
BO-11425,59.4522,130.83,2,7,0.0,0,low performing customers
BP-11050,209.78300000000002,983.42,7,30,0.14285714285714285,0,low performing customers
BP-11095,433.9751,2442.044,20,70,0.165,1,Semi discount chasers
BP-11155,647.3847000000001,1697.8609999999999,11,32,0.0818181818181818,0,low performing customers
BP-11185,363.5991,3675.861,18,69,0.19444444444444445,1,Semi discount chasers
BP-11230,-197.2695,1181.49,6,14,0.06666666666666667,0,low performing customers
BP-11290,-319.0637,2475.157,16,51,0.3,3,Discount Chasers
BS-11365,2616.0643999999998,10501.653,9,39,0.011111111111111112,2,High paying customers
BS-11380,-17.532200000000024,3887.834,13,58,0.27692307692307694,1,Semi discount chasers
BS-11590,381.7807,2454.928,10,41,0.3,3,Discount Chasers
BS-11665,238.73680000000002,3288.1099999999997,11,47,0.18181818181818182,0,low performing customers
BS-11755,-113.29840000000003,2562.382,14,45,0.13214285714285715,0,low performing customers
BS-11800,194.0516,949.4300000000001,8,22,0.0,0,low performing customers
BT-11305,417.5918,2567.656,9,33,0.044444444444444446,0,low performing customers
BT-11395,257.9163,2186.6130000000003,10,38,0.15,0,low performing customers
BT-11440,-77.5256,603.876,7,16,0.15714285714285717,0,low performing customers
BT-11485,126.8694,415.19599999999997,3,11,0.06666666666666667,0,low performing customers
BT-11530,409.4983,2684.4919999999997,10,44,0.1,0,low performing customers
BT-11680,447.74839999999995,3196.752,20,88,0.07,1,Semi discount chasers
BV-11245,315.2214,1523.2730000000001,14,49,0.09285714285714285,0,low performing customers
BW-11065,-58.28659999999999,385.516,3,8,0.13333333333333333,0,low performing customers
BW-11110,921.2574,4750.358,17,74,0.1411764705882353,1,Semi discount chasers
BW-11200,246.9973,1738.406,10,49,0.15,0,low performing customers
CA-11965,1143.3817,3789.7228,10,29,0.11200000000000002,0,low performing customers
CA-12055,211.2559,1679.7240000000002,10,49,0.3,3,Discount Chasers
CA-12265,279.6183,2648.2872,17,65,0.18941176470588236,1,Semi discount chasers
CA-12310,246.02179999999998,1421.954,11,25,0.11818181818181818,0,low performing customers
CA-12775,204.48950000000002,3041.566,17,72,0.18823529411764706,1,Semi discount chasers
CB-12025,150.2089,6076.139,26,122,0.16346153846153846,1,Semi discount chasers
CB-12415,272.3883,1949.2,12,44,0.3333333333333333,3,Discount Chasers
CB-12535,1049.5601,4246.4555,19,74,0.05,1,Semi discount chasers
CC-12100,208.5912,1770.945,13,46,0.21538461538461537,3,Discount Chasers
CC-12145,392.2825,2471.65,11,31,0.08181818181818182,0,low performing customers
CC-12220,393.9618,3913.418,22,81,0.11818181818181818,1,Semi discount chasers
CC-12370,2177.0493,12129.072000000002,11,34,0.2818181818181818,2,High paying customers
CC-12430,424.6583,2870.05,19,63,0.05789473684210527,1,Semi discount chasers
CC-12475,154.851,1659.438,13,40,0.16153846153846155,0,low performing customers
CC-12550,33.870599999999996,113.832,4,14,0.15000000000000002,0,low performing customers
CC-12610,331.434,2540.631,12,39,0.27499999999999997,3,Discount Chasers
CC-12670,187.8399,2269.7015,14,47,0.16785714285714287,1,Semi discount chasers
CC-12685,850.1591,2854.1150000000002,12,51,0.25,3,Discount Chasers
CD-11920,426.661,2033.968,9,35,0.044444444444444446,0,low performing customers
CD-11980,-206.7172,639.766,6,22,0.43333333333333335,3,Discount Chasers
CD-12280,233.0274,1205.584,13,39,0.08461538461538462,0,low performing customers
CD-12790,403.8422,1860.732,15,49,0.02666666666666667,0,low performing customers
CG-12040,86.5106,904.4680000000001,9,37,0.18888888888888888,3,Discount Chasers
CG-12520,169.93439999999998,1148.7800000000002,5,14,0.2,3,Discount Chasers
CH-12070,195.15109999999999,1537.236,4,13,0.15000000000000002,0,low performing customers
CJ-11875,1.652,16.52,1,5,0.2,3,Discount Chasers
CJ-12010,858.7414,11164.974,20,83,0.1885,2,High paying customers
CK-12205,141.2831,3154.855,32,122,0.234375,1,Semi discount chasers
CK-12325,261.22090000000003,2945.321,12,46,0.18333333333333335,0,low performing customers
CK-12595,497.70980000000003,2372.75,25,108,0.184,1,Semi discount chasers
CK-12760,-338.4311,1582.109,14,64,0.15,1,Semi discount chasers
CL-11890,328.0847,1262.0140000000001,7,24,0.05714285714285715,0,low performing customers
CL-12565,1933.7830999999999,10880.546,28,106,0.1142857142857143,2,High paying customers
CL-12700,229.00990000000002,2353.586,8,34,0.1875,3,Discount Chasers
CM-11815,214.463,1673.888,10,38,0.12000000000000002,0,low performing customers
CM-11935,-43.732400000000005,565.392,4,18,0.2,3,Discount Chasers
CM-12115,409.0679,1661.6100000000001,7,35,0.028571428571428574,0,low performing customers
CM-12160,-394.3686,2533.314,7,23,0.24285714285714285,3,Discount Chasers
CM-12190,91.2033,1475.144,7,21,0.07142857142857142,0,low performing customers
CM-12235,365.0387,2305.712,8,28,0.07500000000000001,0,low performing customers
CM-12385,3899.8903999999998,8954.019999999999,10,34,0.12,2,High paying customers
CM-12445,64.4296,287.99,9,32,0.07777777777777778,0,low performing customers
CM-12655,1572.4585,6339.5576,10,42,0.072,0,low performing customers
CM-12715,176.3108,3984.4524,13,57,0.30923076923076925,3,Discount Chasers
CP-12085,427.0258,5402.254,14,57,0.14285714285714285,1,Semi discount chasers
CP-12340,-1850.3029000000001,5888.275,15,59,0.21333333333333335,1,Semi discount chasers
CR-12580,74.40129999999999,2148.852,6,32,0.13333333333333333,0,low performing customers
CR-12625,144.7594,475.9,4,14,0.0,0,low performing customers
CR-12730,306.9176,1600.55,6,18,0.26666666666666666,3,Discount Chasers
CR-12820,83.27029999999999,1397.8724,7,26,0.13142857142857142,0,low performing customers
CS-11845,185.3776,1278.954,8,22,0.275,3,Discount Chasers
CS-11860,105.8275,537.632,7,16,0.2285714285714286,3,Discount Chasers
CS-11950,-126.4223,3036.547,22,68,0.2636363636363636,1,Semi discount chasers
CS-12130,143.8339,884.64,7,28,0.1142857142857143,0,low performing customers
CS-12175,113.1405,844.4580000000001,8,30,0.1625,0,low performing customers
CS-12250,738.3626,2754.216,28,97,0.05714285714285715,1,Semi discount chasers
CS-12355,831.9432,3202.1620000000003,22,74,0.08181818181818182,1,Semi discount chasers
CS-12400,-342.80330000000004,3651.8585000000003,14,47,0.21428571428571427,1,Semi discount chasers
CS-12460,156.2593,550.644,6,13,0.06666666666666667,0,low performing customers
CS-12490,-302.8761,1077.2285,9,33,0.25,3,Discount Chasers
CS-12505,-6626.389499999999,5690.054999999999,9,40,0.19999999999999998,3,Discount Chasers
CT-11995,161.22629999999995,3241.898,18,60,0.16111111111111112,1,Semi discount chasers
CV-12295,493.0861,2830.6279999999997,13,54,0.07692307692307693,0,low performing customers
CV-12805,98.99749999999999,2370.3136,19,62,0.2431578947368421,1,Semi discount chasers
CW-11905,370.8298,1136.592,11,40,0.09090909090909091,0,low performing customers
CY-12745,60.64670000000001,2900.026,11,43,0.2,3,Discount Chasers
Co-12640,205.62820000000002,1300.076,8,30,0.175,0,low performing customers
DA-13450,56.7904,156.76,8,27,0.125,0,low performing customers
DB-12910,431.3748,2171.599,12,47,0.15416666666666667,0,low performing customers
DB-12970,213.00289999999998,2839.2272,14,43,0.16571428571428573,0,low performing customers
DB-13060,473.0272,4531.646,13,48,0.1846153846153846,1,Semi discount chasers
DB-13120,-1421.7692,2973.094,14,59,0.14285714285714285,1,Semi discount chasers
DB-13210,169.9679,2332.577,21,75,0.18571428571428572,1,Semi discount chasers
DB-13270,841.8263999999999,4655.897,13,52,0.2076923076923077,1,Semi discount chasers
DB-13360,291.0085,1081.466,6,28,0.08333333333333333,0,low performing customers
DB-13405,438.9092,1711.692,14,62,0.028571428571428574,0,low performing customers
DB-13555,109.32700000000001,3908.8028,14,61,0.15142857142857144,1,Semi discount chasers
DB-13615,438.80119999999994,1989.05,11,41,0.14545454545454548,0,low performing customers
DB-13660,177.67350000000002,1155.202,10,33,0.16,0,low performing customers
DC-12850,-1441.6312999999998,3336.168,18,64,0.21111111111111114,1,Semi discount chasers
DC-13285,132.06820000000002,1174.618,7,37,0.07857142857142858,0,low performing customers
DD-13570,36.4344,269.542,9,33,0.24444444444444446,3,Discount Chasers
DE-13255,464.47139999999996,2550.874,9,38,0.1111111111111111,0,low performing customers
DF-13135,-259.3097,2390.534,6,23,0.2833333333333334,3,Discount Chasers
DG-13300,562.7761,3195.818,8,39,0.1,0,low performing customers
DH-13075,1193.7404,4932.872,23,81,0.0782608695652174,1,Semi discount chasers
DH-13675,116.667,1043.096,11,41,0.12272727272727274,0,low performing customers
DJ-13420,483.03499999999997,2012.52,5,20,0.0,0,low performing customers
DJ-13510,345.2521,2501.6879999999996,13,52,0.06923076923076923,0,low performing customers
DJ-13630,731.5644,3356.398,8,43,0.0625,0,low performing customers
DK-12835,881.1228000000001,3256.48,27,86,0.17777777777777778,1,Semi discount chasers
DK-12895,937.6496,4282.176,15,65,0.08000000000000002,1,Semi discount chasers
DK-12985,-107.35379999999998,1687.04,8,32,0.1625,0,low performing customers
DK-13090,536.3935,2650.557,13,33,0.13846153846153847,0,low performing customers
DK-13150,249.9447,797.832,5,20,0.12000000000000002,0,low performing customers
DK-13225,209.89940000000004,4802.394,19,70,0.19473684210526318,1,Semi discount chasers
DK-13375,377.0799,3318.486,23,77,0.10869565217391304,1,Semi discount chasers
DL-12865,322.2449,1503.112,14,51,0.15,0,low performing customers
DL-12925,4.213200000000029,3272.2,14,43,0.03571428571428571,0,low performing customers
DL-13315,288.8732,1458.258,17,74,0.1823529411764706,1,Semi discount chasers
DL-13330,222.6812,585.02,8,32,0.05,0,low performing customers
DL-13495,-52.78799999999997,3539.322,12,33,0.05000000000000001,0,low performing customers
DM-12955,108.7583,1322.034,9,28,0.16666666666666666,0,low performing customers
DM-13015,1677.3931,6345.103,20,87,0.22999999999999998,2,High paying customers
DM-13345,1319.0586,4074.4719999999998,13,41,0.1,0,low performing customers
DM-13525,199.7688,1376.792,10,33,0.16999999999999998,0,low performing customers
DN-13690,540.5405000000001,2139.79,11,41,0.018181818181818184,0,low performing customers
DO-13435,-38.90860000000001,1300.0315,13,48,0.15769230769230771,0,low performing customers
DO-13645,294.0676,1267.316,11,36,0.09090909090909091,0,low performing customers
DP-13000,241.4524,1050.636,17,58,0.2117647058823529,1,Semi discount chasers
DP-13105,563.1761,2215.002,14,63,0.1142857142857143,1,Semi discount chasers
DP-13165,-40.93759999999999,1058.616,4,20,0.15000000000000002,0,low performing customers
DP-13390,1571.8318,5480.723999999999,14,50,0.18571428571428572,1,Semi discount chasers
DR-12880,1641.8613,6528.034000000001,24,103,0.13333333333333333,2,High paying customers
DR-12940,2869.0759999999996,8350.868,13,57,0.15384615384615383,2,High paying customers
DS-13030,193.3319,1762.213,19,54,0.1394736842105263,1,Semi discount chasers
DS-13180,163.6993,2881.8128,20,68,0.15350000000000003,1,Semi discount chasers
DV-13045,-427.184,1119.483,9,28,0.17222222222222222,3,Discount Chasers
DV-13465,353.2127,3341.587,15,62,0.11333333333333334,1,Semi discount chasers
DW-13195,-86.87379999999999,1080.751,9,39,0.24444444444444446,3,Discount Chasers
DW-13480,1348.7556,5271.628,11,38,0.03636363636363637,0,low performing customers
DW-13540,69.6672,344.08,9,21,0.17777777777777778,3,Discount Chasers
DW-13585,-266.8966,1204.854,10,44,0.17,0,low performing customers
Dl-13600,175.2388,755.602,6,19,0.21666666666666667,3,Discount Chasers
Dp-13240,333.36479999999995,7198.7609999999995,29,99,0.18620689655172415,1,Semi discount chasers
EA-14035,-52.74059999999998,2846.705,25,87,0.3,1,Semi discount chasers
EB-13705,13.621500000000005,3644.978,12,55,0.25833333333333336,3,Discount Chasers
EB-13750,-80.28599999999999,3236.314,20,91,0.145,1,Semi discount chasers
EB-13840,656.1988,4358.128,8,41,0.125,0,low performing customers
EB-13870,261.5315,2767.219,11,41,0.29090909090909095,3,Discount Chasers
EB-13930,0.6042000000000058,944.6000000000001,7,24,0.17142857142857143,3,Discount Chasers
EB-13975,162.8781,1643.255,6,18,0.2833333333333333,3,Discount Chasers
EB-14110,184.7656,3071.126,11,30,0.2090909090909091,3,Discount Chasers
EB-14170,282.1701,1186.326,7,20,0.2285714285714286,3,Discount Chasers
EC-14050,96.4256,461.914,7,37,0.09999999999999999,0,low performing customers
ED-13885,670.4435000000001,3484.92,14,54,0.21428571428571427,1,Semi discount chasers
EG-13900,104.2656,1832.02,9,44,0.2,3,Discount Chasers
EH-13765,1393.5154,10310.880000000001,32,120,0.07187500000000001,2,High paying customers
EH-13945,53.53980000000001,684.1709999999999,17,72,0.29411764705882354,1,Semi discount chasers
EH-13990,150.3759,825.9499999999999,8,20,0.0625,0,low performing customers
EH-14005,-94.14079999999997,1219.53,11,50,0.17272727272727273,0,low performing customers
EH-14125,96.27019999999999,3082.653,18,76,0.20555555555555557,1,Semi discount chasers
EH-14185,242.1107,923.884,8,22,0.28750000000000003,3,Discount Chasers
EJ-13720,387.0176,2162.174,8,31,0.175,0,low performing customers
EJ-14155,451.87550000000005,2656.691,8,31,0.0625,0,low performing customers
EK-13795,97.10659999999999,1303.478,4,18,0.0875,0,low performing customers
EL-13735,27.1154,124.28,2,9,0.0,0,low performing customers
EM-13810,-133.8275,2567.0099999999998,7,23,0.14285714285714285,0,low performing customers
EM-13825,682.5541999999999,2339.598,16,57,0.0625,1,Semi discount chasers
EM-13960,102.29599999999999,933.704,6,18,0.2333333333333333,3,Discount Chasers
EM-14065,40.15459999999999,228.99,6,22,0.25,3,Discount Chasers
EM-14095,240.2362,1041.0420000000001,10,34,0.1,0,low performing customers
EM-14140,1319.3655,4588.436000000001,21,74,0.06666666666666668,1,Semi discount chasers
EM-14200,21.7721,366.822,4,13,0.125,0,low performing customers
EN-13780,496.1131,2199.366,9,27,0.044444444444444446,0,low performing customers
EP-13915,144.9578,5478.0608,31,124,0.19741935483870968,1,Semi discount chasers
ER-13855,-295.7398,1245.788,5,27,0.2,3,Discount Chasers
ES-14020,1003.2935,3510.4579999999996,8,31,0.125,0,low performing customers
ES-14080,246.6661,4657.924,20,77,0.26,1,Semi discount chasers
FA-14230,520.5229,2984.054,17,58,0.25882352941176473,1,Semi discount chasers
FC-14245,1217.1662000000001,3418.742,14,50,0.1357142857142857,1,Semi discount chasers
FC-14335,714.2926,3889.366,10,37,0.16,0,low performing customers
FG-14260,394.73969999999997,1383.144,11,48,0.11818181818181818,0,low performing customers
FH-14275,1073.2676,4256.272,21,65,0.1285714285714286,1,Semi discount chasers
FH-14350,706.289,2271.284,14,52,0.10714285714285714,0,low performing customers
FH-14365,2050.2826,6987.196,13,52,0.13846153846153847,2,High paying customers
FM-14215,249.6808,2456.638,15,48,0.09333333333333334,0,low performing customers
FM-14290,198.10949999999997,3736.198,20,79,0.18,1,Semi discount chasers
FM-14380,191.4898,2523.266,14,53,0.15714285714285717,1,Semi discount chasers
FO-14305,215.59689999999998,2678.438,15,60,0.22,1,Semi discount chasers
FP-14320,406.44730000000004,4046.746,14,54,0.13571428571428573,1,Semi discount chasers
FW-14395,23.491300000000003,79.75,3,9,0.0,0,low performing customers
GA-14515,840.899,3919.7760000000003,14,48,0.0642857142857143,0,low performing customers
GA-14725,136.70790000000002,1398.382,22,79,0.17954545454545456,1,Semi discount chasers
GB-14530,7.837100000000003,1568.44,20,62,0.16999999999999998,1,Semi discount chasers
GB-14575,1135.8393,4716.288,16,63,0.037500000000000006,1,Semi discount chasers
GD-14590,230.93729999999996,1888.07,6,25,0.13333333333333333,0,low performing customers
GG-14650,12.698500000000008,2224.0,24,92,0.15,1,Semi discount chasers
GH-14410,-576.8335,2819.4669999999996,17,65,0.27058823529411763,1,Semi discount chasers
GH-14425,1176.4181,4172.8460000000005,10,51,0.19,0,low performing customers
GH-14485,-95.4498,1361.2440000000001,3,15,0.4666666666666666,3,Discount Chasers
GH-14665,-5.810200000000001,146.94080000000002,3,9,0.24,3,Discount Chasers
GK-14620,1448.5525,6497.27,14,66,0.15714285714285717,2,High paying customers
GM-14440,347.266,3582.8199999999997,11,43,0.11818181818181818,0,low performing customers
GM-14455,793.2814000000001,3078.624,12,54,0.16666666666666666,1,Semi discount chasers
GM-14500,441.3185,1255.682,13,53,0.11538461538461539,0,low performing customers
GM-14680,35.48649999999999,3163.628,11,31,0.14545454545454548,0,low performing customers
GM-14695,188.7235,6049.966,11,44,0.05454545454545456,0,low performing customers
GP-14740,31.837600000000002,236.53,5,21,0.13999999999999999,0,low performing customers
GR-14560,359.83320000000003,1284.38,5,23,0.0,0,low performing customers
GT-14635,-4108.6589,9351.212,6,26,0.25,3,Discount Chasers
GT-14710,2163.4269,11820.119999999999,29,106,0.1,2,High paying customers
GT-14755,-6.139200000000002,226.436,7,23,0.2,3,Discount Chasers
GW-14605,-268.54229999999995,2189.019,9,43,0.15555555555555556,0,low performing customers
GZ-14470,1087.7539,4355.150000000001,14,48,0.07857142857142858,0,low performing customers
GZ-14545,828.661,2454.6220000000003,5,25,0.04,0,low performing customers
HA-14905,270.8574,2163.3,10,45,0.22999999999999998,3,Discount Chasers
HA-14920,99.1445,2584.158,18,72,0.2,1,Semi discount chasers
HD-14785,-135.87599999999998,251.36,7,31,0.3,3,Discount Chasers
HE-14800,274.4028,883.5319999999999,11,44,0.018181818181818184,0,low performing customers
HF-14995,-13.876799999999989,2533.1639999999998,19,70,0.13157894736842105,1,Semi discount chasers
HG-14845,147.0032,785.628,10,31,0.19,3,Discount Chasers
HG-14965,-2797.9635000000003,3247.642,17,68,0.17058823529411765,1,Semi discount chasers
HG-15025,804.6113,3690.284,11,38,0.17272727272727273,0,low performing customers
HH-15010,86.7342,218.668,6,20,0.03333333333333333,0,low performing customers
HJ-14875,98.6548,358.1,6,21,0.10000000000000002,0,low performing customers
HK-14890,956.9451,4877.784,15,64,0.21333333333333335,1,Semi discount chasers
HL-15040,5622.4292000000005,12873.297999999999,11,50,0.018181818181818184,2,High paying customers
HM-14860,2437.9836,8236.7648,20,76,0.231,2,High paying customers
HM-14980,117.2755,736.276,7,29,0.17142857142857146,0,low performing customers
HP-14815,373.8637,1990.314,10,44,0.3,3,Discount Chasers
HR-14770,185.5794,1299.288,13,38,0.04615384615384616,0,low performing customers
HR-14830,1196.9504,5248.787,14,51,0.09999999999999999,1,Semi discount chasers
HW-14935,2164.1611,9300.254,20,85,0.045,2,High paying customers
HZ-14950,-130.3879,886.52,6,21,0.19999999999999998,3,Discount Chasers
IG-15085,320.4982,744.574,7,19,0.028571428571428574,0,low performing customers
IL-15100,1121.937,5040.736,14,60,0.07142857142857142,1,Semi discount chasers
IM-15055,975.7701,2872.63,4,19,0.1,0,low performing customers
IM-15070,514.6527,4930.474,21,93,0.16666666666666666,1,Semi discount chasers
JA-15970,-819.4217000000001,6491.026,24,87,0.2125,1,Semi discount chasers
JB-15400,156.05319999999998,1791.605,16,43,0.20625000000000002,1,Semi discount chasers
JB-15925,-286.9808,900.552,8,32,0.3,3,Discount Chasers
JB-16000,126.76490000000001,644.1188,7,32,0.07428571428571429,0,low performing customers
JB-16045,201.51850000000002,2518.115,9,32,0.1888888888888889,3,Discount Chasers
JC-15340,-0.35560000000000036,71.263,4,12,0.22499999999999998,3,Discount Chasers
JC-15385,502.92440000000005,1058.108,4,14,0.05,0,low performing customers
JC-15775,279.56919999999997,2772.055,16,64,0.12187500000000001,1,Semi discount chasers
JC-16105,201.5952,858.576,9,43,0.044444444444444446,0,low performing customers
JD-15790,-266.55249999999995,2152.352,7,26,0.17142857142857146,3,Discount Chasers
JD-15895,1050.2667999999999,7610.8640000000005,32,150,0.075,2,High paying customers
JD-16015,26.7605,385.43,11,39,0.3090909090909091,3,Discount Chasers
JD-16060,111.11410000000001,695.442,6,17,0.049999999999999996,0,low performing customers
JD-16150,1619.5199,8828.0305,17,60,0.05588235294117647,2,High paying customers
JE-15475,276.2197,1388.682,13,49,0.18461538461538465,0,low performing customers
JE-15610,1623.4019,7754.976,20,74,0.16,2,High paying customers
JE-15715,1262.2926,8697.842999999999,22,97,0.3227272727272727,2,High paying customers
JE-15745,221.79670000000002,6760.8150000000005,23,90,0.14565217391304347,1,Semi discount chasers
JE-16165,789.6476,2697.248,7,34,0.028571428571428574,0,low performing customers
JF-15190,575.1259,2279.5860000000002,19,72,0.12105263157894736,1,Semi discount chasers
JF-15295,97.28899999999999,955.124,14,42,0.1142857142857143,0,low performing customers
